694,656;72,2384;-605,24472392553082
700,493;72,7463;-611,58982476158076
706,331;73,2541;-617,93491152848082
712,168;73,7619;-624,27998447133075
718,005;74,2697;-630,62504382893076
723,842;74,7776;-636,97008983393073
729,68;75,2854;-643,31512271303075
735,517;75,7932;-649,66014268723075
741,354;76,301;-656,00514997203084
747,191;76,8088;-662,35014477758079
753,028;77,3166;-668,69512730883082
758,865;77,8245;-675,04009776573082
764,703;78,3323;-681,38505634343073
770,54;78,8401;-687,73000323238080
776,377;79,3479;-694,07493861848081
782,214;79,8557;-700,41986268323080
788,051;80,3635;-706,76477560388082
793,888;80,8713;-713,10967755363083
799,725;81,3791;-719,45456870163082
805,562;81,887;-725,79944921313074
811,399;82,3948;-732,14431924963083
817,236;82,9026;-738,48917896898081
823,073;83,4104;-744,83402852553081
828,91;83,9182;-751,17886807018078
834,747;84,426;-757,52369775048078
840,584;84,9338;-763,86851771073077
846,421;85,4416;-770,21332809208081
852,258;85,9494;-776,55812903268077
858,095;86,4572;-782,90292066768075
863,932;86,965;-789,24770312933083
869,769;87,4728;-795,59247654713079
875,606;87,9806;-801,93724104788078
881,443;88,4884;-808,28199675573080
887,28;88,9962;-814,62674379223074
893,117;89,504;-820,97148227643083
898,954;90,0117;-827,31621232498082
904,791;90,5195;-833,66093405213076
910,628;91,0273;-840,00564756978076
916,465;91,5351;-846,35035298763080
922,302;92,0429;-852,69505041323077
928,139;92,5507;-859,03973995198078
933,976;93,0585;-865,38442170718076
939,813;93,5663;-871,72909578013082
945,649;94,0741;-878,07376227018074
951,486;94,5818;-884,41842127483073
957,323;95,0896;-890,76307288968076
963,16;95,5974;-897,10771720848084
968,997;96,1052;-903,45235432323079
974,834;96,613;-909,79698432418081
980,671;97,1207;-916,14160729993080
986,507;97,6285;-922,48622333743083
992,344;98,1363;-928,83083252198082
998,181;98,6441;-935,17543493733081
1 004,02;99,1518;-941,52003066573081
1 009,85;99,6596;-947,86461978793079
1 015,69;100,167;-954,20920238323083
1 021,53;100,675;-960,55377852948084
1 027,37;101,183;-966,89834830318080
1 033,2;101,691;-973,24291177953080
1 039,04;102,198;-979,58746903238080
1 044,88;102,706;-985,93202013428083
1 050,71;103,214;-992,27656515648073
1 056,55;103,722;-998,62110416903079
1 062,39;104,23;-1 004,96563724078078
1 068,22;104,737;-1 011,31016443938074
1 074,06;105,245;-1 017,65468583138079
1 079,9;105,753;-1 023,99920148213073
1 085,73;106,261;-1 030,34371145588079
1 091,57;106,768;-1 036,68821581588077
1 097,41;107,276;-1 043,03271462433077
1 103,24;107,784;-1 049,37720794243069
1 109,08;108,292;-1 055,72169583033087
1 114,92;108,799;-1 062,06617834713074
1 120,75;109,307;-1 068,41065555103069
1 126,59;109,815;-1 074,75512749928089
